Variable,Value
pipe_storage_hout_3954,5.0
pipe_storage_hout_3955,5.0
pipe_storage_hout_3956,5.0
pipe_storage_hout_3957,5.0
pipe_storage_hout_3958,5.0
pipe_storage_hout_3959,5.0
pipe_storage_hout_396,1.5994503
pipe_storage_hout_3960,5.0
pipe_storage_hout_3961,5.0
pipe_storage_hout_3962,5.0
pipe_storage_hout_3963,5.0
pipe_storage_hout_3964,5.0
pipe_storage_hout_3965,5.0
pipe_storage_hout_3966,0.0
pipe_storage_hout_3967,5.0
pipe_storage_hout_3968,5.0
pipe_storage_hout_3969,5.0
pipe_storage_hout_397,0.79349659
pipe_storage_hout_3970,5.0
pipe_storage_hout_3971,0.0
pipe_storage_hout_3972,2.7235384
pipe_storage_hout_3973,2.2364463
pipe_storage_hout_3974,0.0
pipe_storage_hout_3975,1.9207143
pipe_storage_hout_3976,0.0
pipe_storage_hout_3977,4.502716
pipe_storage_hout_3978,5.0
pipe_storage_hout_3979,5.0
pipe_storage_hout_398,0.62652316
pipe_storage_hout_3980,2.5979248
pipe_storage_hout_3981,5.0
pipe_storage_hout_3982,5.0
pipe_storage_hout_3983,5.0
pipe_storage_hout_3984,5.0
pipe_storage_hout_3985,5.0
pipe_storage_hout_3986,5.0
pipe_storage_hout_3987,5.0
pipe_storage_hout_3988,5.0
pipe_storage_hout_3989,5.0
pipe_storage_hout_399,0.42596359
pipe_storage_hout_3990,0.0
pipe_storage_hout_3991,5.0
pipe_storage_hout_3992,5.0
pipe_storage_hout_3993,5.0
pipe_storage_hout_3994,5.0
pipe_storage_hout_3995,3.2525064
pipe_storage_hout_3996,2.6845777
pipe_storage_hout_3997,2.5922398
pipe_storage_hout_3998,2.1352168
pipe_storage_hout_3999,2.2946051
pipe_storage_hout_4,5.0
pipe_storage_hout_40,1.6213953
pipe_storage_hout_400,0.53554224
pipe_storage_hout_4000,0.0
pipe_storage_hout_4001,4.8752704
pipe_storage_hout_4002,5.0
pipe_storage_hout_4003,5.0
pipe_storage_hout_4004,5.0
pipe_storage_hout_4005,5.0
pipe_storage_hout_4006,5.0
pipe_storage_hout_4007,5.0
pipe_storage_hout_4008,5.0
pipe_storage_hout_4009,5.0
pipe_storage_hout_401,0.935609
pipe_storage_hout_4010,5.0
pipe_storage_hout_4011,5.0
pipe_storage_hout_4012,5.0
pipe_storage_hout_4013,5.0
pipe_storage_hout_4014,0.0
pipe_storage_hout_4015,5.0
pipe_storage_hout_4016,5.0
pipe_storage_hout_4017,0.0
pipe_storage_hout_4018,5.0
pipe_storage_hout_4019,3.3868885
pipe_storage_hout_402,3.2447327
pipe_storage_hout_4020,0.0
pipe_storage_hout_4021,2.6630052
pipe_storage_hout_4022,0.64486047
pipe_storage_hout_4023,0.0
pipe_storage_hout_4024,0.0
pipe_storage_hout_4025,4.8855963
pipe_storage_hout_4026,5.0
pipe_storage_hout_4027,5.0
pipe_storage_hout_4028,5.0
pipe_storage_hout_4029,5.0
pipe_storage_hout_403,4.3628411
pipe_storage_hout_4030,5.0
pipe_storage_hout_4031,5.0
pipe_storage_hout_4032,5.0
pipe_storage_hout_4033,5.0
pipe_storage_hout_4034,5.0
pipe_storage_hout_4035,5.0
pipe_storage_hout_4036,5.0
pipe_storage_hout_4037,5.0
pipe_storage_hout_4038,0.0
pipe_storage_hout_4039,5.0
pipe_storage_hout_404,3.4283941
pipe_storage_hout_4040,5.0
pipe_storage_hout_4041,5.0
pipe_storage_hout_4042,5.0
pipe_storage_hout_4043,3.6917828
pipe_storage_hout_4044,2.7490577
pipe_storage_hout_4045,2.5232123
pipe_storage_hout_4046,2.1624615
pipe_storage_hout_4047,0.0
pipe_storage_hout_4048,0.0
pipe_storage_hout_4049,4.7915592
pipe_storage_hout_405,5.0
pipe_storage_hout_4050,5.0
pipe_storage_hout_4051,5.0
pipe_storage_hout_4052,5.0
pipe_storage_hout_4053,5.0
pipe_storage_hout_4054,5.0
pipe_storage_hout_4055,5.0
pipe_storage_hout_4056,5.0
pipe_storage_hout_4057,5.0
pipe_storage_hout_4058,5.0
pipe_storage_hout_4059,5.0
pipe_storage_hout_406,5.0
pipe_storage_hout_4060,5.0
pipe_storage_hout_4061,5.0
pipe_storage_hout_4062,3.2175921
pipe_storage_hout_4063,5.0
pipe_storage_hout_4064,5.0
pipe_storage_hout_4065,5.0
pipe_storage_hout_4066,5.0
pipe_storage_hout_4067,3.6762432
pipe_storage_hout_4068,2.7961129
pipe_storage_hout_4069,2.4750562
pipe_storage_hout_407,5.0
pipe_storage_hout_4070,2.1052483
pipe_storage_hout_4071,2.1661266
pipe_storage_hout_4072,0.0
pipe_storage_hout_4073,4.6756594
pipe_storage_hout_4074,5.0
pipe_storage_hout_4075,5.0
pipe_storage_hout_4076,5.0
pipe_storage_hout_4077,5.0
pipe_storage_hout_4078,5.0
pipe_storage_hout_4079,5.0
pipe_storage_hout_408,5.0
pipe_storage_hout_4080,5.0
pipe_storage_hout_4081,5.0
pipe_storage_hout_4082,5.0
pipe_storage_hout_4083,5.0
pipe_storage_hout_4084,5.0
pipe_storage_hout_4085,5.0
pipe_storage_hout_4086,0.0
pipe_storage_hout_4087,5.0
pipe_storage_hout_4088,5.0
pipe_storage_hout_4089,5.0
pipe_storage_hout_409,5.0
pipe_storage_hout_4090,5.0
pipe_storage_hout_4091,3.7034885
pipe_storage_hout_4092,2.8032481
pipe_storage_hout_4093,2.4234838
pipe_storage_hout_4094,2.0894362
pipe_storage_hout_4095,2.1663787
pipe_storage_hout_4096,0.0
pipe_storage_hout_4097,4.7757853
pipe_storage_hout_4098,5.0
pipe_storage_hout_4099,5.0
pipe_storage_hout_41,3.2285984
pipe_storage_hout_410,5.0
pipe_storage_hout_4100,5.0
pipe_storage_hout_4101,5.0
pipe_storage_hout_4102,5.0
pipe_storage_hout_4103,5.0
pipe_storage_hout_4104,5.0
pipe_storage_hout_4105,5.0
pipe_storage_hout_4106,5.0
pipe_storage_hout_4107,5.0
pipe_storage_hout_4108,5.0
pipe_storage_hout_4109,5.0
pipe_storage_hout_411,5.0
pipe_storage_hout_4110,0.0
pipe_storage_hout_4111,5.0
pipe_storage_hout_4112,5.0
pipe_storage_hout_4113,5.0
pipe_storage_hout_4114,5.0
pipe_storage_hout_4115,3.7777831
pipe_storage_hout_4116,2.8139474
pipe_storage_hout_4117,2.41229
pipe_storage_hout_4118,2.1013119
pipe_storage_hout_4119,2.1620565
pipe_storage_hout_412,5.0
pipe_storage_hout_4120,0.0
pipe_storage_hout_4121,4.6763793
pipe_storage_hout_4122,5.0
pipe_storage_hout_4123,5.0
pipe_storage_hout_4124,5.0
pipe_storage_hout_4125,5.0
pipe_storage_hout_4126,5.0
pipe_storage_hout_4127,5.0
pipe_storage_hout_4128,5.0
pipe_storage_hout_4129,5.0
pipe_storage_hout_413,5.0
pipe_storage_hout_4130,5.0
pipe_storage_hout_4131,5.0
pipe_storage_hout_4132,5.0
pipe_storage_hout_4133,5.0
pipe_storage_hout_4134,0.0
pipe_storage_hout_4135,5.0
pipe_storage_hout_4136,5.0
pipe_storage_hout_4137,5.0
pipe_storage_hout_4138,5.0
pipe_storage_hout_4139,3.875474
pipe_storage_hout_414,3.2624892
pipe_storage_hout_4140,2.8820156
pipe_storage_hout_4141,2.438751
pipe_storage_hout_4142,2.1535544
pipe_storage_hout_4143,2.1699832
pipe_storage_hout_4144,0.0
pipe_storage_hout_4145,4.7584225
pipe_storage_hout_4146,5.0
pipe_storage_hout_4147,5.0
pipe_storage_hout_4148,5.0
pipe_storage_hout_4149,5.0
pipe_storage_hout_415,0.81531641
pipe_storage_hout_4150,5.0
pipe_storage_hout_4151,5.0
pipe_storage_hout_4152,5.0
pipe_storage_hout_4153,5.0
pipe_storage_hout_4154,5.0
pipe_storage_hout_4155,5.0
pipe_storage_hout_4156,5.0
pipe_storage_hout_4157,5.0
pipe_storage_hout_4158,5.0
pipe_storage_hout_4159,5.0
pipe_storage_hout_416,0.4564231
pipe_storage_hout_4160,5.0
pipe_storage_hout_4161,5.0
pipe_storage_hout_4162,5.0
pipe_storage_hout_4163,3.9138247
pipe_storage_hout_4164,2.945125
pipe_storage_hout_4165,2.501533
pipe_storage_hout_4166,2.1672819
pipe_storage_hout_4167,2.1965749
pipe_storage_hout_4168,0.0
pipe_storage_hout_4169,4.8217025
pipe_storage_hout_417,0.43454626
pipe_storage_hout_4170,5.0
pipe_storage_hout_4171,5.0
pipe_storage_hout_4172,5.0
pipe_storage_hout_4173,5.0
pipe_storage_hout_4174,5.0
pipe_storage_hout_4175,5.0
pipe_storage_hout_4176,5.0
pipe_storage_hout_4177,5.0
pipe_storage_hout_4178,5.0
pipe_storage_hout_4179,5.0
pipe_storage_hout_418,0.42729552
pipe_storage_hout_4180,5.0
pipe_storage_hout_4181,5.0
pipe_storage_hout_4182,5.0
pipe_storage_hout_4183,5.0
pipe_storage_hout_4184,5.0
pipe_storage_hout_4185,5.0
pipe_storage_hout_4186,5.0
pipe_storage_hout_4187,3.9401642
pipe_storage_hout_4188,2.9380238
pipe_storage_hout_4189,2.4367345
pipe_storage_hout_419,0.39536139
pipe_storage_hout_4190,2.1734417
pipe_storage_hout_4191,2.1729138
pipe_storage_hout_4192,0.0
pipe_storage_hout_4193,4.8485042
pipe_storage_hout_4194,5.0
pipe_storage_hout_4195,5.0
pipe_storage_hout_4196,5.0
pipe_storage_hout_4197,5.0
pipe_storage_hout_4198,5.0
pipe_storage_hout_4199,5.0
pipe_storage_hout_42,5.0
pipe_storage_hout_420,0.36984138
pipe_storage_hout_4200,5.0
pipe_storage_hout_4201,5.0
pipe_storage_hout_4202,5.0
pipe_storage_hout_4203,5.0
pipe_storage_hout_4204,5.0
pipe_storage_hout_4205,5.0
pipe_storage_hout_4206,5.0
pipe_storage_hout_4207,5.0
pipe_storage_hout_4208,5.0
pipe_storage_hout_4209,5.0
pipe_storage_hout_421,0.38053949
pipe_storage_hout_4210,5.0
pipe_storage_hout_4211,3.9477372
pipe_storage_hout_4212,2.9412615
pipe_storage_hout_4213,2.4211607
pipe_storage_hout_4214,2.1761186
pipe_storage_hout_4215,2.1463775
pipe_storage_hout_4216,0.0
pipe_storage_hout_4217,4.8277055
pipe_storage_hout_4218,5.0
pipe_storage_hout_4219,5.0
pipe_storage_hout_422,0.41492416
pipe_storage_hout_4220,5.0
pipe_storage_hout_4221,5.0
pipe_storage_hout_4222,5.0
pipe_storage_hout_4223,5.0
pipe_storage_hout_4224,5.0
pipe_storage_hout_4225,5.0
pipe_storage_hout_4226,5.0
pipe_storage_hout_4227,5.0
pipe_storage_hout_4228,5.0
pipe_storage_hout_4229,5.0
pipe_storage_hout_423,1.0158296
pipe_storage_hout_4230,6.8045346e-16
pipe_storage_hout_4231,5.0
pipe_storage_hout_4232,5.0
pipe_storage_hout_4233,5.0
pipe_storage_hout_4234,5.0
pipe_storage_hout_4235,3.8918458
pipe_storage_hout_4236,2.9115108
pipe_storage_hout_4237,2.4214477
pipe_storage_hout_4238,2.1421197
pipe_storage_hout_4239,2.1432631
pipe_storage_hout_424,0.34691838
pipe_storage_hout_4240,2.8083583
pipe_storage_hout_4241,4.7508054
pipe_storage_hout_4242,5.0
pipe_storage_hout_4243,5.0
pipe_storage_hout_4244,5.0
pipe_storage_hout_4245,5.0
pipe_storage_hout_4246,5.0
pipe_storage_hout_4247,5.0
pipe_storage_hout_4248,5.0
pipe_storage_hout_4249,5.0
pipe_storage_hout_425,0.39861508
pipe_storage_hout_4250,5.0
pipe_storage_hout_4251,5.0
pipe_storage_hout_4252,5.0
pipe_storage_hout_4253,5.0
pipe_storage_hout_4254,5.0
pipe_storage_hout_4255,5.0
pipe_storage_hout_4256,5.0
pipe_storage_hout_4257,5.0
pipe_storage_hout_4258,5.0
pipe_storage_hout_4259,4.0243955
pipe_storage_hout_426,0.0
pipe_storage_hout_4260,2.9719742
pipe_storage_hout_4261,2.4313337
pipe_storage_hout_4262,2.168019
pipe_storage_hout_4263,2.1501246
pipe_storage_hout_4264,2.807902
pipe_storage_hout_4265,4.7853107
pipe_storage_hout_4266,5.0
pipe_storage_hout_4267,5.0
pipe_storage_hout_4268,5.0
pipe_storage_hout_4269,5.0
pipe_storage_hout_427,0.027793324
pipe_storage_hout_4270,5.0
pipe_storage_hout_4271,5.0
pipe_storage_hout_4272,5.0
pipe_storage_hout_4273,5.0
pipe_storage_hout_4274,5.0
pipe_storage_hout_4275,5.0
pipe_storage_hout_4276,5.0
pipe_storage_hout_4277,5.0
pipe_storage_hout_4278,5.0
pipe_storage_hout_4279,5.0
pipe_storage_hout_428,5.0
pipe_storage_hout_4280,5.0
pipe_storage_hout_4281,5.0
pipe_storage_hout_4282,5.0
pipe_storage_hout_4283,3.9923442
pipe_storage_hout_4284,2.9641814
pipe_storage_hout_4285,2.4466263
pipe_storage_hout_4286,2.1456675
pipe_storage_hout_4287,2.1316994
pipe_storage_hout_4288,2.7837023
pipe_storage_hout_4289,4.734119
pipe_storage_hout_429,5.0
pipe_storage_hout_4290,5.0
pipe_storage_hout_4291,5.0
pipe_storage_hout_4292,5.0
pipe_storage_hout_4293,5.0
pipe_storage_hout_4294,5.0
pipe_storage_hout_4295,5.0
pipe_storage_hout_4296,5.0
pipe_storage_hout_4297,5.0
pipe_storage_hout_4298,5.0
pipe_storage_hout_4299,5.0
pipe_storage_hout_43,5.0
pipe_storage_hout_430,5.0
pipe_storage_hout_4300,5.0
pipe_storage_hout_4301,5.0
pipe_storage_hout_4302,5.0
pipe_storage_hout_4303,5.0
pipe_storage_hout_4304,5.0
pipe_storage_hout_4305,5.0
pipe_storage_hout_4306,5.0
pipe_storage_hout_4307,3.9404256
pipe_storage_hout_4308,2.9662629
pipe_storage_hout_4309,2.4199655
pipe_storage_hout_431,5.0
pipe_storage_hout_4310,2.176693
pipe_storage_hout_4311,2.1548813
pipe_storage_hout_4312,2.7816639
pipe_storage_hout_4313,4.7407276
pipe_storage_hout_4314,5.0
pipe_storage_hout_4315,5.0
pipe_storage_hout_4316,5.0
pipe_storage_hout_4317,5.0
pipe_storage_hout_4318,5.0
pipe_storage_hout_4319,5.0
pipe_storage_hout_432,5.0
pipe_storage_hout_4320,5.0
pipe_storage_hout_4321,5.0
pipe_storage_hout_4322,5.0
pipe_storage_hout_4323,5.0
pipe_storage_hout_4324,5.0
pipe_storage_hout_4325,5.0
pipe_storage_hout_4326,5.0
pipe_storage_hout_4327,5.0
pipe_storage_hout_4328,5.0
pipe_storage_hout_4329,5.0
pipe_storage_hout_433,5.0
pipe_storage_hout_4330,5.0
pipe_storage_hout_4331,3.9291986
pipe_storage_hout_4332,2.9656186
pipe_storage_hout_4333,2.427553
pipe_storage_hout_4334,2.1170677
pipe_storage_hout_4335,2.1223205
pipe_storage_hout_4336,2.7359015
pipe_storage_hout_4337,4.684464
pipe_storage_hout_4338,5.0
pipe_storage_hout_4339,5.0
pipe_storage_hout_434,5.0
pipe_storage_hout_4340,5.0
pipe_storage_hout_4341,5.0
pipe_storage_hout_4342,5.0
pipe_storage_hout_4343,5.0
pipe_storage_hout_4344,5.0
pipe_storage_hout_4345,5.0
pipe_storage_hout_4346,5.0
pipe_storage_hout_4347,5.0
pipe_storage_hout_4348,5.0
pipe_storage_hout_4349,5.0
pipe_storage_hout_435,5.0
pipe_storage_hout_4350,5.0
pipe_storage_hout_4351,2.8464438
pipe_storage_hout_4352,2.6929824
pipe_storage_hout_4353,1.4916172
pipe_storage_hout_4354,1.224638
pipe_storage_hout_4355,1.0137523
pipe_storage_hout_4356,0.67941528
pipe_storage_hout_4357,0.48734779
pipe_storage_hout_4358,0.32140617
pipe_storage_hout_4359,0.2690875
pipe_storage_hout_436,5.0
pipe_storage_hout_4360,0.46521415
pipe_storage_hout_4361,0.7453528
pipe_storage_hout_4362,0.77766255
pipe_storage_hout_4363,1.596616
pipe_storage_hout_4364,2.7156033
pipe_storage_hout_4365,3.9433866
pipe_storage_hout_4366,4.0547459
pipe_storage_hout_4367,4.3580272
pipe_storage_hout_4368,4.832288
pipe_storage_hout_4369,5.0
pipe_storage_hout_437,5.0
pipe_storage_hout_4370,5.0
pipe_storage_hout_4371,5.0
pipe_storage_hout_4372,5.0
pipe_storage_hout_4373,5.0
pipe_storage_hout_4374,5.0
pipe_storage_hout_4375,4.7168729
pipe_storage_hout_4376,5.0
pipe_storage_hout_4377,2.0436544
pipe_storage_hout_4378,1.2858728
pipe_storage_hout_4379,0.84083162
pipe_storage_hout_438,5.0
pipe_storage_hout_4380,0.60094033
pipe_storage_hout_4381,0.33971697
pipe_storage_hout_4382,0.3204212
pipe_storage_hout_4383,0.22998864
pipe_storage_hout_4384,0.25287065
pipe_storage_hout_4385,1.0014792
pipe_storage_hout_4386,2.2306025
pipe_storage_hout_4387,2.3711672
pipe_storage_hout_4388,4.3126768
pipe_storage_hout_4389,5.0
pipe_storage_hout_439,2.7876463
pipe_storage_hout_4390,5.0
pipe_storage_hout_4391,5.0
pipe_storage_hout_4392,5.0
pipe_storage_hout_4393,5.0
pipe_storage_hout_4394,5.0
pipe_storage_hout_4395,5.0
pipe_storage_hout_4396,5.0
pipe_storage_hout_4397,5.0
pipe_storage_hout_4398,5.0
pipe_storage_hout_4399,5.0
pipe_storage_hout_44,5.0
pipe_storage_hout_440,2.8535817
pipe_storage_hout_4400,5.0
pipe_storage_hout_4401,3.7066925
pipe_storage_hout_4402,3.5371924
pipe_storage_hout_4403,3.05319
pipe_storage_hout_4404,2.0552167
pipe_storage_hout_4405,1.4551039
pipe_storage_hout_4406,1.2418021
pipe_storage_hout_4407,1.3749481
pipe_storage_hout_4408,1.408008
pipe_storage_hout_4409,1.6044631
pipe_storage_hout_441,2.3196136
pipe_storage_hout_4410,2.0681379
pipe_storage_hout_4411,2.6288578
pipe_storage_hout_4412,3.9640686
pipe_storage_hout_4413,5.0
pipe_storage_hout_4414,5.0
pipe_storage_hout_4415,5.0
pipe_storage_hout_4416,5.0
pipe_storage_hout_4417,5.0
pipe_storage_hout_4418,5.0
pipe_storage_hout_4419,5.0
pipe_storage_hout_442,1.436827
pipe_storage_hout_4420,5.0
pipe_storage_hout_4421,5.0
pipe_storage_hout_4422,5.0
pipe_storage_hout_4423,5.0
pipe_storage_hout_4424,5.0
pipe_storage_hout_4425,3.2656284
pipe_storage_hout_4426,2.312538
pipe_storage_hout_4427,1.4402924
pipe_storage_hout_4428,0.78658491
pipe_storage_hout_4429,1.0166412
pipe_storage_hout_443,1.5747385
pipe_storage_hout_4430,1.3363721
pipe_storage_hout_4431,1.8567649
pipe_storage_hout_4432,3.667241
pipe_storage_hout_4433,4.4634729
pipe_storage_hout_4434,4.2158894
pipe_storage_hout_4435,3.7984739
pipe_storage_hout_4436,2.7973926
pipe_storage_hout_4437,3.9342817
pipe_storage_hout_4438,5.0
pipe_storage_hout_4439,3.6069266
pipe_storage_hout_444,1.2014055
pipe_storage_hout_4440,3.54459
pipe_storage_hout_4441,4.4310365
pipe_storage_hout_4442,5.0
pipe_storage_hout_4443,5.0
pipe_storage_hout_4444,5.0
pipe_storage_hout_4445,4.4167554
pipe_storage_hout_4446,3.9107627
pipe_storage_hout_4447,3.8798093
pipe_storage_hout_4448,3.1410099
pipe_storage_hout_4449,1.5071584
pipe_storage_hout_445,1.1198221
pipe_storage_hout_4450,0.99593711
pipe_storage_hout_4451,0.86597421
pipe_storage_hout_4452,1.1745583
pipe_storage_hout_4453,1.6100827
pipe_storage_hout_4454,1.610083
pipe_storage_hout_4455,2.2670455
pipe_storage_hout_4456,1.2125579
pipe_storage_hout_4457,1.3944263
pipe_storage_hout_4458,0.56964236
pipe_storage_hout_4459,1.9824645
pipe_storage_hout_446,0.89629459
pipe_storage_hout_4460,4.9017054
pipe_storage_hout_4461,5.0
pipe_storage_hout_4462,5.0
pipe_storage_hout_4463,5.0
pipe_storage_hout_4464,5.0
pipe_storage_hout_4465,5.0
pipe_storage_hout_4466,5.0
pipe_storage_hout_4467,5.0
pipe_storage_hout_4468,5.0
pipe_storage_hout_4469,5.0
pipe_storage_hout_447,0.41400828
pipe_storage_hout_4470,5.0
pipe_storage_hout_4471,5.0
pipe_storage_hout_4472,5.0
pipe_storage_hout_4473,5.0
pipe_storage_hout_4474,5.0
pipe_storage_hout_4475,5.0
pipe_storage_hout_4476,3.5722034
pipe_storage_hout_4477,2.199472
pipe_storage_hout_4478,1.3809146
pipe_storage_hout_4479,1.5984489
pipe_storage_hout_448,0.4604099
pipe_storage_hout_4480,2.0753915
pipe_storage_hout_4481,4.3213398
pipe_storage_hout_4482,5.0
pipe_storage_hout_4483,5.0
pipe_storage_hout_4484,5.0
pipe_storage_hout_4485,5.0
pipe_storage_hout_4486,5.0
pipe_storage_hout_4487,5.0
pipe_storage_hout_4488,5.0
pipe_storage_hout_4489,5.0
pipe_storage_hout_449,0.54263927
pipe_storage_hout_4490,5.0
pipe_storage_hout_4491,5.0
pipe_storage_hout_4492,5.0
pipe_storage_hout_4493,5.0
pipe_storage_hout_4494,5.0
pipe_storage_hout_4495,5.0
pipe_storage_hout_4496,5.0
pipe_storage_hout_4497,5.0
pipe_storage_hout_4498,4.8363245
pipe_storage_hout_4499,3.7757825
pipe_storage_hout_45,5.0
pipe_storage_hout_450,1.1085431
pipe_storage_hout_4500,2.754188
pipe_storage_hout_4501,1.7066206
pipe_storage_hout_4502,1.154574
pipe_storage_hout_4503,0.93783891
pipe_storage_hout_4504,0.47281927
pipe_storage_hout_4505,0.56250709
pipe_storage_hout_4506,0.62075533
pipe_storage_hout_4507,0.81179932
pipe_storage_hout_4508,0.72210265
pipe_storage_hout_4509,1.01731
pipe_storage_hout_451,2.528056
pipe_storage_hout_4510,0.5166423
pipe_storage_hout_4511,0.074557993
pipe_storage_hout_4512,0.71811839
pipe_storage_hout_4513,1.5638573
pipe_storage_hout_4514,2.9944632
pipe_storage_hout_4515,4.0824749
pipe_storage_hout_4516,5.0
pipe_storage_hout_4517,5.0
pipe_storage_hout_4518,5.0
pipe_storage_hout_4519,3.9431511
pipe_storage_hout_452,1.4203635
pipe_storage_hout_4520,2.95317
pipe_storage_hout_4521,1.9663769
pipe_storage_hout_4522,1.7703175
pipe_storage_hout_4523,2.153575
pipe_storage_hout_4524,1.748002
pipe_storage_hout_4525,0.80235229
pipe_storage_hout_4526,0.62423436
pipe_storage_hout_4527,0.2483469
pipe_storage_hout_4528,0.3018768
pipe_storage_hout_4529,0.36521118
pipe_storage_hout_453,0.7064806
pipe_storage_hout_4530,0.39914811
pipe_storage_hout_4531,0.55403027
pipe_storage_hout_4532,0.49867443
pipe_storage_hout_4533,1.0864727
pipe_storage_hout_4534,0.75846118
pipe_storage_hout_4535,1.292386
pipe_storage_hout_4536,0.16083482
pipe_storage_hout_4537,0.19704464
pipe_storage_hout_4538,0.0
pipe_storage_hout_4539,0.81033634
pipe_storage_hout_454,0.51786687
pipe_storage_hout_4540,0.62319583
pipe_storage_hout_4541,0.92914454
pipe_storage_hout_4542,1.5761066
pipe_storage_hout_4543,1.7757888
pipe_storage_hout_4544,4.2652458
pipe_storage_hout_4545,1.9568509
pipe_storage_hout_4546,1.2560941
pipe_storage_hout_4547,0.90754457
pipe_storage_hout_4548,0.87186323
pipe_storage_hout_4549,0.68270226
pipe_storage_hout_455,2.9475572
pipe_storage_hout_4550,0.87320006
pipe_storage_hout_4551,0.58223953
pipe_storage_hout_4552,0.48665189
pipe_storage_hout_4553,1.1372812
pipe_storage_hout_4554,0.46750113
pipe_storage_hout_4555,0.87942872
pipe_storage_hout_4556,0.49167135
pipe_storage_hout_4557,1.3682895
pipe_storage_hout_4558,2.1863601
pipe_storage_hout_4559,3.2146586
pipe_storage_hout_456,4.2565246
pipe_storage_hout_4560,3.3311092
pipe_storage_hout_4561,2.7481997
pipe_storage_hout_4562,2.4890369
pipe_storage_hout_4563,2.1495938
pipe_storage_hout_4564,2.1654047
pipe_storage_hout_4565,2.1348433
pipe_storage_hout_4566,1.8474259
pipe_storage_hout_4567,2.1680074
pipe_storage_hout_4568,2.5614134
pipe_storage_hout_4569,1.863823
pipe_storage_hout_457,4.85147
pipe_storage_hout_4570,2.0310354
pipe_storage_hout_4571,2.1549078
pipe_storage_hout_4572,1.710059
pipe_storage_hout_4573,1.3873313
pipe_storage_hout_4574,1.2694203
pipe_storage_hout_4575,1.3898596
pipe_storage_hout_4576,1.7088563
pipe_storage_hout_4577,2.2655948
pipe_storage_hout_4578,3.3038189
pipe_storage_hout_4579,5.0
pipe_storage_hout_458,5.0
pipe_storage_hout_4580,5.0
pipe_storage_hout_4581,5.0
pipe_storage_hout_4582,5.0
pipe_storage_hout_4583,5.0
pipe_storage_hout_4584,5.0
pipe_storage_hout_4585,5.0
pipe_storage_hout_4586,5.0
pipe_storage_hout_4587,5.0
pipe_storage_hout_4588,5.0
pipe_storage_hout_4589,5.0
pipe_storage_hout_459,5.0
pipe_storage_hout_4590,5.0
pipe_storage_hout_4591,5.0
pipe_storage_hout_4592,5.0
pipe_storage_hout_4593,5.0
pipe_storage_hout_4594,5.0
pipe_storage_hout_4595,5.0
pipe_storage_hout_4596,4.6009139
pipe_storage_hout_4597,3.8730172
pipe_storage_hout_4598,3.5832414
pipe_storage_hout_4599,3.7130865
pipe_storage_hout_46,5.0
pipe_storage_hout_460,4.5552536
pipe_storage_hout_4600,5.0
pipe_storage_hout_4601,5.0
pipe_storage_hout_4602,5.0
pipe_storage_hout_4603,5.0
pipe_storage_hout_4604,5.0
pipe_storage_hout_4605,5.0
pipe_storage_hout_4606,5.0
pipe_storage_hout_4607,5.0
pipe_storage_hout_4608,5.0
pipe_storage_hout_4609,5.0
pipe_storage_hout_461,3.6032219
pipe_storage_hout_4610,5.0
pipe_storage_hout_4611,5.0
pipe_storage_hout_4612,5.0
pipe_storage_hout_4613,5.0
pipe_storage_hout_4614,5.0
pipe_storage_hout_4615,5.0
pipe_storage_hout_4616,5.0
pipe_storage_hout_4617,3.1933282
pipe_storage_hout_4618,2.2671919
pipe_storage_hout_4619,1.9559371
pipe_storage_hout_462,3.3105388
pipe_storage_hout_4620,1.6556439
pipe_storage_hout_4621,1.5618372
pipe_storage_hout_4622,1.8089605
pipe_storage_hout_4623,2.1155715
pipe_storage_hout_4624,2.5102225
pipe_storage_hout_4625,3.4035973
pipe_storage_hout_4626,5.0
pipe_storage_hout_4627,5.0
pipe_storage_hout_4628,5.0
pipe_storage_hout_4629,5.0
pipe_storage_hout_463,4.3040709
pipe_storage_hout_4630,5.0
pipe_storage_hout_4631,5.0
pipe_storage_hout_4632,5.0
pipe_storage_hout_4633,5.0
pipe_storage_hout_4634,5.0
pipe_storage_hout_4635,5.0
pipe_storage_hout_4636,5.0
pipe_storage_hout_4637,5.0
pipe_storage_hout_4638,5.0
pipe_storage_hout_4639,5.0
pipe_storage_hout_464,3.513919
pipe_storage_hout_4640,5.0
pipe_storage_hout_4641,5.0
pipe_storage_hout_4642,5.0
pipe_storage_hout_4643,5.0
pipe_storage_hout_4644,5.0
pipe_storage_hout_4645,5.0
pipe_storage_hout_4646,5.0
pipe_storage_hout_4647,5.0
pipe_storage_hout_4648,5.0
pipe_storage_hout_4649,5.0
pipe_storage_hout_465,2.7752939
pipe_storage_hout_4650,5.0
pipe_storage_hout_4651,5.0
pipe_storage_hout_4652,5.0
pipe_storage_hout_4653,5.0
pipe_storage_hout_4654,5.0
pipe_storage_hout_4655,5.0
pipe_storage_hout_4656,5.0
pipe_storage_hout_4657,5.0
pipe_storage_hout_4658,5.0
pipe_storage_hout_4659,5.0
pipe_storage_hout_466,1.8703261
pipe_storage_hout_4660,5.0
pipe_storage_hout_4661,5.0
pipe_storage_hout_4662,5.0
pipe_storage_hout_4663,5.0
pipe_storage_hout_4664,5.0
pipe_storage_hout_4665,5.0
pipe_storage_hout_4666,5.0
